DiseaseName;Url
Coin problem;http://en.wikipedia.org/wiki/Coin_problem
Astrogliosis;http://en.wikipedia.org/wiki/Astrogliosis
Network effect;http://en.wikipedia.org/wiki/Network_effect
Kangri ulcer;http://en.wikipedia.org/wiki/Kangri_ulcer
Frontotemporal dementia and parkinsonism linked to chromosome 17;http://en.wikipedia.org/wiki/Frontotemporal_dementia_and_parkinsonism_linked_to_chromosome_17
Attention span;http://en.wikipedia.org/wiki/Attention_span
Chronic allograft nephropathy;http://en.wikipedia.org/wiki/Chronic_allograft_nephropathy
Post-ablation tubal sterilization;http://en.wikipedia.org/wiki/Post-ablation_tubal_sterilization
Meredith effect;http://en.wikipedia.org/wiki/Meredith_effect
Algal bloom;http://en.wikipedia.org/wiki/Algal_bloom
Prudence;http://en.wikipedia.org/wiki/Prudence
Gain (accounting);http://en.wikipedia.org/wiki/Gain_(accounting)
Harrison Syndrome;http://en.wikipedia.org/wiki/Harrison_Syndrome
Direct material total variance;http://en.wikipedia.org/wiki/Direct_material_total_variance
Exabyte;http://en.wikipedia.org/wiki/Exabyte
Gattermann reaction;http://en.wikipedia.org/wiki/Gattermann_reaction
Internal communications;http://en.wikipedia.org/wiki/Internal_communications
Teratospermia;http://en.wikipedia.org/wiki/Teratospermia
Induced subgraph isomorphism problem;http://en.wikipedia.org/wiki/Induced_subgraph_isomorphism_problem
Free entry;http://en.wikipedia.org/wiki/Free_entry
Hutchinson metric;http://en.wikipedia.org/wiki/Hutchinson_metric
Atrioventricular fistula;http://en.wikipedia.org/wiki/Atrioventricular_fistula
Hospitalism;http://en.wikipedia.org/wiki/Hospitalism
Dermabrasion;http://en.wikipedia.org/wiki/Dermabrasion
Superconductivity;http://en.wikipedia.org/wiki/Superconductivity
Tuberculous lymphadenitis;http://en.wikipedia.org/wiki/Tuberculous_lymphadenitis
Decarboxylation;http://en.wikipedia.org/wiki/Decarboxylation
Pleomorphism (microbiology);http://en.wikipedia.org/wiki/Pleomorphism_(microbiology)
Sebaceous adenoma;http://en.wikipedia.org/wiki/Sebaceous_adenoma
Chaos Days;http://en.wikipedia.org/wiki/Chaos_Days
Avian malaria;http://en.wikipedia.org/wiki/Avian_malaria
Self-siphoning beads;http://en.wikipedia.org/wiki/Self-siphoning_beads
External bacterial infection (fish);http://en.wikipedia.org/wiki/External_bacterial_infection_(fish)
Van Wyk and Grumbach syndrome;http://en.wikipedia.org/wiki/Van_Wyk_and_Grumbach_syndrome
Alveolar pressure;http://en.wikipedia.org/wiki/Alveolar_pressure
Fezouata formation;http://en.wikipedia.org/wiki/Fezouata_formation
Floor loan;http://en.wikipedia.org/wiki/Floor_loan
Music of Canadian cultures;http://en.wikipedia.org/wiki/Music_of_Canadian_cultures
Hazard (logic);http://en.wikipedia.org/wiki/Hazard_(logic)
Sticky-shed syndrome;http://en.wikipedia.org/wiki/Sticky-shed_syndrome
Fetor;http://en.wikipedia.org/wiki/Fetor
Gigabyte;http://en.wikipedia.org/wiki/Gigabyte
Chronic leukemia;http://en.wikipedia.org/wiki/Chronic_leukemia
Hypergonadism;http://en.wikipedia.org/wiki/Hypergonadism
Recurrent thalamo-cortical resonance;http://en.wikipedia.org/wiki/Recurrent_thalamo-cortical_resonance
Gunz-Haslach interglacial;http://en.wikipedia.org/wiki/Gunz-Haslach_interglacial
Pancreas transplantation;http://en.wikipedia.org/wiki/Pancreas_transplantation
Multipactor effect;http://en.wikipedia.org/wiki/Multipactor_effect
Hyperostosis frontalis interna;http://en.wikipedia.org/wiki/Hyperostosis_frontalis_interna
Corruption in Ukraine;http://en.wikipedia.org/wiki/Corruption_in_Ukraine
Gronchi Rosa;http://en.wikipedia.org/wiki/Gronchi_Rosa
Kibibit;http://en.wikipedia.org/wiki/Kibibit
Loading characteristic;http://en.wikipedia.org/wiki/Loading_characteristic
Linear gingival erythema;http://en.wikipedia.org/wiki/Linear_gingival_erythema
Emigration from Mexico;http://en.wikipedia.org/wiki/Emigration_from_Mexico
Synectics;http://en.wikipedia.org/wiki/Synectics
Fujimoto–Belleau reaction;http://en.wikipedia.org/wiki/Fujimoto–Belleau_reaction
Martin Classical Lectures;http://en.wikipedia.org/wiki/Martin_Classical_Lectures
Poroma;http://en.wikipedia.org/wiki/Poroma
Ride height;http://en.wikipedia.org/wiki/Ride_height
Antecedent-contained deletion;http://en.wikipedia.org/wiki/Antecedent-contained_deletion
Blueberry shoestring virus;http://en.wikipedia.org/wiki/Blueberry_shoestring_virus
Fly (American football);http://en.wikipedia.org/wiki/Fly_(American_football)
Cramp-ring;http://en.wikipedia.org/wiki/Cramp-ring
Thermal comfort;http://en.wikipedia.org/wiki/Thermal_comfort
Cave-in;http://en.wikipedia.org/wiki/Cave-in
Blaise reaction;http://en.wikipedia.org/wiki/Blaise_reaction
Myoepithelioma of the head and neck;http://en.wikipedia.org/wiki/Myoepithelioma_of_the_head_and_neck
Diesel engine runaway;http://en.wikipedia.org/wiki/Diesel_engine_runaway
Vapor–liquid equilibrium;http://en.wikipedia.org/wiki/Vapor–liquid_equilibrium
Slide stop;http://en.wikipedia.org/wiki/Slide_stop
Hemifacial microsomia;http://en.wikipedia.org/wiki/Hemifacial_microsomia
Strecker degradation;http://en.wikipedia.org/wiki/Strecker_degradation
Civil wrong;http://en.wikipedia.org/wiki/Civil_wrong
Adult-onset immunodeficiency syndrome;http://en.wikipedia.org/wiki/Adult-onset_immunodeficiency_syndrome
Tappen (biology);http://en.wikipedia.org/wiki/Tappen_(biology)
Attention deficit hyperactivity disorder predominantly inattentive;http://en.wikipedia.org/wiki/Attention_deficit_hyperactivity_disorder_predominantly_inattentive
Recalescence;http://en.wikipedia.org/wiki/Recalescence
Distortion;http://en.wikipedia.org/wiki/Distortion
Contiguous gene syndrome;http://en.wikipedia.org/wiki/Contiguous_gene_syndrome
Kharasch addition;http://en.wikipedia.org/wiki/Kharasch_addition
Beryllium granuloma;http://en.wikipedia.org/wiki/Beryllium_granuloma
Dedekind–Hasse norm;http://en.wikipedia.org/wiki/Dedekind–Hasse_norm
Gangliocytic paraganglioma;http://en.wikipedia.org/wiki/Gangliocytic_paraganglioma
Yoga as exercise or alternative medicine;http://en.wikipedia.org/wiki/Yoga_as_exercise_or_alternative_medicine
Heavy legs;http://en.wikipedia.org/wiki/Heavy_legs
Social determinants of health;http://en.wikipedia.org/wiki/Social_determinants_of_health
Adrenocortical hyperfunction;http://en.wikipedia.org/wiki/Adrenocortical_hyperfunction
Fungating lesion;http://en.wikipedia.org/wiki/Fungating_lesion
Eosinophilic ulcer of the oral mucosa;http://en.wikipedia.org/wiki/Eosinophilic_ulcer_of_the_oral_mucosa
Healing factor;http://en.wikipedia.org/wiki/Healing_factor
Bovine virus diarrhea;http://en.wikipedia.org/wiki/Bovine_virus_diarrhea
Blue balls;http://en.wikipedia.org/wiki/Blue_balls
Largest empty rectangle;http://en.wikipedia.org/wiki/Largest_empty_rectangle
Universal angiomatosis;http://en.wikipedia.org/wiki/Universal_angiomatosis
Glandular rosacea;http://en.wikipedia.org/wiki/Glandular_rosacea
Autoimmune Oophoritis;http://en.wikipedia.org/wiki/Autoimmune_Oophoritis
Menstruation (mammal);http://en.wikipedia.org/wiki/Menstruation_(mammal)
Root rot;http://en.wikipedia.org/wiki/Root_rot
Amaurosis;http://en.wikipedia.org/wiki/Amaurosis
Power margin;http://en.wikipedia.org/wiki/Power_margin
Muscle dysmorphia;http://en.wikipedia.org/wiki/Muscle_dysmorphia
Grøstl;http://en.wikipedia.org/wiki/Grøstl
Wilhelm scream;http://en.wikipedia.org/wiki/Wilhelm_scream
Galton's problem;http://en.wikipedia.org/wiki/Galton's_problem
Gradient well-formedness;http://en.wikipedia.org/wiki/Gradient_well-formedness
Sommelet reaction;http://en.wikipedia.org/wiki/Sommelet_reaction
Yellowhead disease;http://en.wikipedia.org/wiki/Yellowhead_disease
Perineodynia;http://en.wikipedia.org/wiki/Perineodynia
Proximity effect (audio);http://en.wikipedia.org/wiki/Proximity_effect_(audio)
Posterior vitreous detachment;http://en.wikipedia.org/wiki/Posterior_vitreous_detachment
Bastian–Bruns sign;http://en.wikipedia.org/wiki/Bastian–Bruns_sign
Ontario Minamata disease;http://en.wikipedia.org/wiki/Ontario_Minamata_disease
Ferrier carbocyclization;http://en.wikipedia.org/wiki/Ferrier_carbocyclization
Acoustic resonance;http://en.wikipedia.org/wiki/Acoustic_resonance
Pemphigoid nodularis;http://en.wikipedia.org/wiki/Pemphigoid_nodularis
Implementation shortfall;http://en.wikipedia.org/wiki/Implementation_shortfall
Cryptic pregnancy;http://en.wikipedia.org/wiki/Cryptic_pregnancy
Semantic Intelligence;http://en.wikipedia.org/wiki/Semantic_Intelligence
Lac;http://en.wikipedia.org/wiki/Lac
Gumma (pathology);http://en.wikipedia.org/wiki/Gumma_(pathology)
East Coast fever;http://en.wikipedia.org/wiki/East_Coast_fever
Sexual anorexia;http://en.wikipedia.org/wiki/Sexual_anorexia
Visual release hallucinations;http://en.wikipedia.org/wiki/Visual_release_hallucinations
Smith Martin Dodd syndrome;http://en.wikipedia.org/wiki/Smith_Martin_Dodd_syndrome
Epicondylitis;http://en.wikipedia.org/wiki/Epicondylitis
Tourism in Saudi Arabia;http://en.wikipedia.org/wiki/Tourism_in_Saudi_Arabia
Psychological anthropology;http://en.wikipedia.org/wiki/Psychological_anthropology
Scale-step;http://en.wikipedia.org/wiki/Scale-step
Membrane potential;http://en.wikipedia.org/wiki/Membrane_potential
Mass excess;http://en.wikipedia.org/wiki/Mass_excess
Radium jaw;http://en.wikipedia.org/wiki/Radium_jaw
Sanskrit revival;http://en.wikipedia.org/wiki/Sanskrit_revival
Sylvatic plague;http://en.wikipedia.org/wiki/Sylvatic_plague
Glycine encephalopathy;http://en.wikipedia.org/wiki/Glycine_encephalopathy
Jargon aphasia;http://en.wikipedia.org/wiki/Jargon_aphasia
Ramp effect;http://en.wikipedia.org/wiki/Ramp_effect
Deviancy amplification spiral;http://en.wikipedia.org/wiki/Deviancy_amplification_spiral
Overfill;http://en.wikipedia.org/wiki/Overfill
Haidinger's brush;http://en.wikipedia.org/wiki/Haidinger's_brush
Deadweight loss;http://en.wikipedia.org/wiki/Deadweight_loss
Flight-to-liquidity;http://en.wikipedia.org/wiki/Flight-to-liquidity
Australian gold rushes;http://en.wikipedia.org/wiki/Australian_gold_rushes
Walla;http://en.wikipedia.org/wiki/Walla
Influenza A virus subtype H7N7;http://en.wikipedia.org/wiki/Influenza_A_virus_subtype_H7N7
Brownfield status;http://en.wikipedia.org/wiki/Brownfield_status
Amphistomiasis;http://en.wikipedia.org/wiki/Amphistomiasis
Earwax;http://en.wikipedia.org/wiki/Earwax
Glider (Conway's Life);http://en.wikipedia.org/wiki/Glider_(Conway's_Life)
Micronutrient deficiency;http://en.wikipedia.org/wiki/Micronutrient_deficiency
Granularity;http://en.wikipedia.org/wiki/Granularity
Motion-induced interocular suppression;http://en.wikipedia.org/wiki/Motion-induced_interocular_suppression
Circassian nationalism;http://en.wikipedia.org/wiki/Circassian_nationalism
Eosinophilic cystitis;http://en.wikipedia.org/wiki/Eosinophilic_cystitis
Benign neonatal hemangiomatosis;http://en.wikipedia.org/wiki/Benign_neonatal_hemangiomatosis
Toy problem;http://en.wikipedia.org/wiki/Toy_problem
Moiré pattern;http://en.wikipedia.org/wiki/Moiré_pattern
Lateralized readiness potential;http://en.wikipedia.org/wiki/Lateralized_readiness_potential
Pachyostosis;http://en.wikipedia.org/wiki/Pachyostosis
Kabachnik–Fields reaction;http://en.wikipedia.org/wiki/Kabachnik–Fields_reaction
Fluid pipe;http://en.wikipedia.org/wiki/Fluid_pipe
Multi-armed bandit;http://en.wikipedia.org/wiki/Multi-armed_bandit
Spontaneous glass breakage;http://en.wikipedia.org/wiki/Spontaneous_glass_breakage
Phantom practice;http://en.wikipedia.org/wiki/Phantom_practice
Granulomatous mastitis;http://en.wikipedia.org/wiki/Granulomatous_mastitis
Desmoplasia;http://en.wikipedia.org/wiki/Desmoplasia
Central neurogenic hyperventilation;http://en.wikipedia.org/wiki/Central_neurogenic_hyperventilation
Placental villous immaturity;http://en.wikipedia.org/wiki/Placental_villous_immaturity
Generalized eruptive histiocytoma;http://en.wikipedia.org/wiki/Generalized_eruptive_histiocytoma
Simultanagnosia;http://en.wikipedia.org/wiki/Simultanagnosia
Sclerosing lymphangitis;http://en.wikipedia.org/wiki/Sclerosing_lymphangitis
Uneconomic growth;http://en.wikipedia.org/wiki/Uneconomic_growth
Microcheilia;http://en.wikipedia.org/wiki/Microcheilia
Neck pain;http://en.wikipedia.org/wiki/Neck_pain
8p23.1 duplication syndrome;http://en.wikipedia.org/wiki/8p23.1_duplication_syndrome
Fatberg;http://en.wikipedia.org/wiki/Fatberg
Hallucinatory palinopsia;http://en.wikipedia.org/wiki/Hallucinatory_palinopsia
Ball lightning;http://en.wikipedia.org/wiki/Ball_lightning
Tidal force;http://en.wikipedia.org/wiki/Tidal_force
Distal intestinal obstruction syndrome;http://en.wikipedia.org/wiki/Distal_intestinal_obstruction_syndrome
Acephalgic migraine;http://en.wikipedia.org/wiki/Acephalgic_migraine
Helmholtz–Kohlrausch effect;http://en.wikipedia.org/wiki/Helmholtz–Kohlrausch_effect
Ovarian fibroma;http://en.wikipedia.org/wiki/Ovarian_fibroma
Suspension trauma;http://en.wikipedia.org/wiki/Suspension_trauma
Potomania;http://en.wikipedia.org/wiki/Potomania
Steinheim skull;http://en.wikipedia.org/wiki/Steinheim_skull
Positive pressure;http://en.wikipedia.org/wiki/Positive_pressure
Sokolov–Ternov effect;http://en.wikipedia.org/wiki/Sokolov–Ternov_effect
Nasal vestibulitis;http://en.wikipedia.org/wiki/Nasal_vestibulitis
Sign function;http://en.wikipedia.org/wiki/Sign_function
Pagetoid reticulosis;http://en.wikipedia.org/wiki/Pagetoid_reticulosis
Decalage;http://en.wikipedia.org/wiki/Decalage
Nervous system neoplasm;http://en.wikipedia.org/wiki/Nervous_system_neoplasm
Ulnar deviation;http://en.wikipedia.org/wiki/Ulnar_deviation
Meningioangiomatosis;http://en.wikipedia.org/wiki/Meningioangiomatosis
Entity component system;http://en.wikipedia.org/wiki/Entity_component_system
Taijin kyofusho;http://en.wikipedia.org/wiki/Taijin_kyofusho
Porch collapse;http://en.wikipedia.org/wiki/Porch_collapse
Algaemia;http://en.wikipedia.org/wiki/Algaemia
Cluster algebra;http://en.wikipedia.org/wiki/Cluster_algebra
Myhre syndrome;http://en.wikipedia.org/wiki/Myhre_syndrome
Upjohn dihydroxylation;http://en.wikipedia.org/wiki/Upjohn_dihydroxylation
Anosognosia;http://en.wikipedia.org/wiki/Anosognosia
Hamon (swordsmithing);http://en.wikipedia.org/wiki/Hamon_(swordsmithing)
Texture (cosmology);http://en.wikipedia.org/wiki/Texture_(cosmology)
Strichtarn;http://en.wikipedia.org/wiki/Strichtarn
Secondary sclerosing cholangitis;http://en.wikipedia.org/wiki/Secondary_sclerosing_cholangitis
Brown Willy effect;http://en.wikipedia.org/wiki/Brown_Willy_effect
Anton–Babinski syndrome;http://en.wikipedia.org/wiki/Anton–Babinski_syndrome
Cardiovascular drift;http://en.wikipedia.org/wiki/Cardiovascular_drift
Cross education;http://en.wikipedia.org/wiki/Cross_education
Mastitis in dairy cattle;http://en.wikipedia.org/wiki/Mastitis_in_dairy_cattle
Rhodesian Brushstroke;http://en.wikipedia.org/wiki/Rhodesian_Brushstroke
Rheumatoid lung disease;http://en.wikipedia.org/wiki/Rheumatoid_lung_disease
Ireland–Claisen rearrangement;http://en.wikipedia.org/wiki/Ireland–Claisen_rearrangement
Neonatal tetanus;http://en.wikipedia.org/wiki/Neonatal_tetanus
Buffalo riot of 1862;http://en.wikipedia.org/wiki/Buffalo_riot_of_1862
Differential object marking;http://en.wikipedia.org/wiki/Differential_object_marking
Sudden unexpected death in epilepsy;http://en.wikipedia.org/wiki/Sudden_unexpected_death_in_epilepsy
Mottle;http://en.wikipedia.org/wiki/Mottle
Sphenoid wing meningioma;http://en.wikipedia.org/wiki/Sphenoid_wing_meningioma
Generation gap;http://en.wikipedia.org/wiki/Generation_gap
Normolipoproteinemic xanthomatosis;http://en.wikipedia.org/wiki/Normolipoproteinemic_xanthomatosis
Geodynamics;http://en.wikipedia.org/wiki/Geodynamics
Main effect;http://en.wikipedia.org/wiki/Main_effect
Traumatic purpura;http://en.wikipedia.org/wiki/Traumatic_purpura
Specific surface energy;http://en.wikipedia.org/wiki/Specific_surface_energy
Statelessness;http://en.wikipedia.org/wiki/Statelessness
Escape response;http://en.wikipedia.org/wiki/Escape_response
Silicothermic reaction;http://en.wikipedia.org/wiki/Silicothermic_reaction
Wave shoaling;http://en.wikipedia.org/wiki/Wave_shoaling
Yugo-nostalgia;http://en.wikipedia.org/wiki/Yugo-nostalgia
Advanced Traffic Management System;http://en.wikipedia.org/wiki/Advanced_Traffic_Management_System
British Agricultural Revolution;http://en.wikipedia.org/wiki/British_Agricultural_Revolution
Transmissible mink encephalopathy;http://en.wikipedia.org/wiki/Transmissible_mink_encephalopathy
Limp wristing;http://en.wikipedia.org/wiki/Limp_wristing
Output compare;http://en.wikipedia.org/wiki/Output_compare
Crossmodal;http://en.wikipedia.org/wiki/Crossmodal
Histotoxic hypoxia;http://en.wikipedia.org/wiki/Histotoxic_hypoxia
Krapcho decarboxylation;http://en.wikipedia.org/wiki/Krapcho_decarboxylation
Slater's condition;http://en.wikipedia.org/wiki/Slater's_condition
Injective function;http://en.wikipedia.org/wiki/Injective_function
Pull to par;http://en.wikipedia.org/wiki/Pull_to_par
Diderot effect;http://en.wikipedia.org/wiki/Diderot_effect
Friendship paradox;http://en.wikipedia.org/wiki/Friendship_paradox
Ichthyosis linearis circumflexa;http://en.wikipedia.org/wiki/Ichthyosis_linearis_circumflexa
Swelling (medical);http://en.wikipedia.org/wiki/Swelling_(medical)
Lipoatrophia annularis;http://en.wikipedia.org/wiki/Lipoatrophia_annularis
Drainage system (geomorphology);http://en.wikipedia.org/wiki/Drainage_system_(geomorphology)
Spinal stenosis;http://en.wikipedia.org/wiki/Spinal_stenosis
Free variation;http://en.wikipedia.org/wiki/Free_variation
Abbott artery;http://en.wikipedia.org/wiki/Abbott_artery
Penicillium expansum;http://en.wikipedia.org/wiki/Penicillium_expansum
Tourism in Chicago;http://en.wikipedia.org/wiki/Tourism_in_Chicago
Evolutionary radiation;http://en.wikipedia.org/wiki/Evolutionary_radiation
Black point (disease);http://en.wikipedia.org/wiki/Black_point_(disease)
Surrender Dorothy;http://en.wikipedia.org/wiki/Surrender_Dorothy
Emergency exit;http://en.wikipedia.org/wiki/Emergency_exit
Deductible;http://en.wikipedia.org/wiki/Deductible
U.S. Woodland;http://en.wikipedia.org/wiki/U.S._Woodland
Black dog syndrome;http://en.wikipedia.org/wiki/Black_dog_syndrome
Night vision;http://en.wikipedia.org/wiki/Night_vision
Total indicator reading;http://en.wikipedia.org/wiki/Total_indicator_reading
Economic satiation;http://en.wikipedia.org/wiki/Economic_satiation
Gravitational mirage;http://en.wikipedia.org/wiki/Gravitational_mirage
Adipsia;http://en.wikipedia.org/wiki/Adipsia
Retroactive continuity;http://en.wikipedia.org/wiki/Retroactive_continuity
Resting energy expenditure;http://en.wikipedia.org/wiki/Resting_energy_expenditure
Judicial review in the United States;http://en.wikipedia.org/wiki/Judicial_review_in_the_United_States
Income deficit;http://en.wikipedia.org/wiki/Income_deficit
Christmas creep;http://en.wikipedia.org/wiki/Christmas_creep
Galen Partners;http://en.wikipedia.org/wiki/Galen_Partners
Yax Lizard;http://en.wikipedia.org/wiki/Yax_Lizard
Juvenile cellulitis;http://en.wikipedia.org/wiki/Juvenile_cellulitis
Indicator function;http://en.wikipedia.org/wiki/Indicator_function
Inflationary gap;http://en.wikipedia.org/wiki/Inflationary_gap
Halocline;http://en.wikipedia.org/wiki/Halocline
Direct material usage variance;http://en.wikipedia.org/wiki/Direct_material_usage_variance
Cancer syndrome;http://en.wikipedia.org/wiki/Cancer_syndrome
Papillary fibroelastoma;http://en.wikipedia.org/wiki/Papillary_fibroelastoma
Loan covenant;http://en.wikipedia.org/wiki/Loan_covenant
Upper motor neuron lesion;http://en.wikipedia.org/wiki/Upper_motor_neuron_lesion
Markó–Lam deoxygenation;http://en.wikipedia.org/wiki/Markó–Lam_deoxygenation
Voltage;http://en.wikipedia.org/wiki/Voltage
Zettabyte;http://en.wikipedia.org/wiki/Zettabyte
Hornslet wind-turbine collapse;http://en.wikipedia.org/wiki/Hornslet_wind-turbine_collapse
Median palatal cyst;http://en.wikipedia.org/wiki/Median_palatal_cyst
Hazard (computer architecture);http://en.wikipedia.org/wiki/Hazard_(computer_architecture)
Paternò–Büchi reaction;http://en.wikipedia.org/wiki/Paternò–Büchi_reaction
Perifollicular fibroma;http://en.wikipedia.org/wiki/Perifollicular_fibroma
Hillclimbing (railway);http://en.wikipedia.org/wiki/Hillclimbing_(railway)
Dakin–West reaction;http://en.wikipedia.org/wiki/Dakin–West_reaction
Minisci reaction;http://en.wikipedia.org/wiki/Minisci_reaction
Mammary tumor;http://en.wikipedia.org/wiki/Mammary_tumor
Antagonism (chemistry);http://en.wikipedia.org/wiki/Antagonism_(chemistry)
Twin Anemia-Polycythemia Sequence;http://en.wikipedia.org/wiki/Twin_Anemia-Polycythemia_Sequence
Arteriosclerosis obliterans;http://en.wikipedia.org/wiki/Arteriosclerosis_obliterans
Saint Louis encephalitis;http://en.wikipedia.org/wiki/Saint_Louis_encephalitis
Cardiac myxoma;http://en.wikipedia.org/wiki/Cardiac_myxoma
Quantum;http://en.wikipedia.org/wiki/Quantum
Dangling else;http://en.wikipedia.org/wiki/Dangling_else
School run;http://en.wikipedia.org/wiki/School_run
Brain metastasis;http://en.wikipedia.org/wiki/Brain_metastasis
Chemical pneumonitis;http://en.wikipedia.org/wiki/Chemical_pneumonitis
Grob fragmentation;http://en.wikipedia.org/wiki/Grob_fragmentation
Equilibrium fractionation;http://en.wikipedia.org/wiki/Equilibrium_fractionation
Erondu–Cymet syndrome;http://en.wikipedia.org/wiki/Erondu–Cymet_syndrome
Restenosis;http://en.wikipedia.org/wiki/Restenosis
Boord olefin synthesis;http://en.wikipedia.org/wiki/Boord_olefin_synthesis
Weerman degradation;http://en.wikipedia.org/wiki/Weerman_degradation
Transplant glomerulopathy;http://en.wikipedia.org/wiki/Transplant_glomerulopathy
Blueberry muffin baby;http://en.wikipedia.org/wiki/Blueberry_muffin_baby
Cushing ulcer;http://en.wikipedia.org/wiki/Cushing_ulcer
BPP (complexity);http://en.wikipedia.org/wiki/BPP_(complexity)
Sexual tension;http://en.wikipedia.org/wiki/Sexual_tension
Coal ball;http://en.wikipedia.org/wiki/Coal_ball
Megabyte;http://en.wikipedia.org/wiki/Megabyte
Doege–Potter syndrome;http://en.wikipedia.org/wiki/Doege–Potter_syndrome
Transgranular fracture;http://en.wikipedia.org/wiki/Transgranular_fracture
Pompeian Styles;http://en.wikipedia.org/wiki/Pompeian_Styles
Active record pattern;http://en.wikipedia.org/wiki/Active_record_pattern
CAAT box;http://en.wikipedia.org/wiki/CAAT_box
Manifold vacuum;http://en.wikipedia.org/wiki/Manifold_vacuum
Bridge pattern;http://en.wikipedia.org/wiki/Bridge_pattern
Italian Renaissance;http://en.wikipedia.org/wiki/Italian_Renaissance
Metalation;http://en.wikipedia.org/wiki/Metalation
Premenstrual water retention;http://en.wikipedia.org/wiki/Premenstrual_water_retention
1,2-rearrangement;http://en.wikipedia.org/wiki/1,2-rearrangement
Eight queens puzzle;http://en.wikipedia.org/wiki/Eight_queens_puzzle
Glomeruloid hemangioma;http://en.wikipedia.org/wiki/Glomeruloid_hemangioma
Serving size;http://en.wikipedia.org/wiki/Serving_size
Summer of Love;http://en.wikipedia.org/wiki/Summer_of_Love
Bosch reaction;http://en.wikipedia.org/wiki/Bosch_reaction
Gougerot–Blum syndrome;http://en.wikipedia.org/wiki/Gougerot–Blum_syndrome
Osselet;http://en.wikipedia.org/wiki/Osselet
Single-serving visitor pattern;http://en.wikipedia.org/wiki/Single-serving_visitor_pattern
Computational topology;http://en.wikipedia.org/wiki/Computational_topology
Universal access to education;http://en.wikipedia.org/wiki/Universal_access_to_education
SMASH (hash);http://en.wikipedia.org/wiki/SMASH_(hash)
Haramaki (clothing);http://en.wikipedia.org/wiki/Haramaki_(clothing)
Táchira helicopter crash;http://en.wikipedia.org/wiki/Táchira_helicopter_crash
Barton reaction;http://en.wikipedia.org/wiki/Barton_reaction
Claisen rearrangement;http://en.wikipedia.org/wiki/Claisen_rearrangement
Discrepancy function;http://en.wikipedia.org/wiki/Discrepancy_function
Enterprise information integration;http://en.wikipedia.org/wiki/Enterprise_information_integration
Irlen syndrome;http://en.wikipedia.org/wiki/Irlen_syndrome
SHA-3;http://en.wikipedia.org/wiki/SHA-3
Light echo;http://en.wikipedia.org/wiki/Light_echo
Antenna effect;http://en.wikipedia.org/wiki/Antenna_effect
Messaging pattern;http://en.wikipedia.org/wiki/Messaging_pattern
RASopathy;http://en.wikipedia.org/wiki/RASopathy
Jobless recovery;http://en.wikipedia.org/wiki/Jobless_recovery
Body identification;http://en.wikipedia.org/wiki/Body_identification
Organic redox reaction;http://en.wikipedia.org/wiki/Organic_redox_reaction
Intestacy;http://en.wikipedia.org/wiki/Intestacy
Equine viral arteritis;http://en.wikipedia.org/wiki/Equine_viral_arteritis
Spring bloom;http://en.wikipedia.org/wiki/Spring_bloom
Polar mesospheric summer echoes;http://en.wikipedia.org/wiki/Polar_mesospheric_summer_echoes
Dissection problem;http://en.wikipedia.org/wiki/Dissection_problem
Soy allergy;http://en.wikipedia.org/wiki/Soy_allergy
Lihi;http://en.wikipedia.org/wiki/Lihi
Benign tumor;http://en.wikipedia.org/wiki/Benign_tumor
Data loss;http://en.wikipedia.org/wiki/Data_loss
Turner's hypoplasia;http://en.wikipedia.org/wiki/Turner's_hypoplasia
Pleomorphic T-cell lymphoma;http://en.wikipedia.org/wiki/Pleomorphic_T-cell_lymphoma
Bismuthia;http://en.wikipedia.org/wiki/Bismuthia
Witch's broom;http://en.wikipedia.org/wiki/Witch's_broom
Inflammatory fibroid polyp;http://en.wikipedia.org/wiki/Inflammatory_fibroid_polyp
Rectal pain;http://en.wikipedia.org/wiki/Rectal_pain
Ashi-magari;http://en.wikipedia.org/wiki/Ashi-magari
Multiple rule-based problems;http://en.wikipedia.org/wiki/Multiple_rule-based_problems
Echo Park (Colorado);http://en.wikipedia.org/wiki/Echo_Park_(Colorado)
Robustness (computer science);http://en.wikipedia.org/wiki/Robustness_(computer_science)
Perifollicular mucinosis;http://en.wikipedia.org/wiki/Perifollicular_mucinosis
Respiratory bronchiolitis interstitial lung disease;http://en.wikipedia.org/wiki/Respiratory_bronchiolitis_interstitial_lung_disease
Superoscillation;http://en.wikipedia.org/wiki/Superoscillation
Pseudoverrucous papules and nodules;http://en.wikipedia.org/wiki/Pseudoverrucous_papules_and_nodules
Credit limit;http://en.wikipedia.org/wiki/Credit_limit
Möbius function;http://en.wikipedia.org/wiki/Möbius_function
Field of view;http://en.wikipedia.org/wiki/Field_of_view
Raspberry leaf spot;http://en.wikipedia.org/wiki/Raspberry_leaf_spot
Bleb (cell biology);http://en.wikipedia.org/wiki/Bleb_(cell_biology)
Dory Rips;http://en.wikipedia.org/wiki/Dory_Rips
Rainscald;http://en.wikipedia.org/wiki/Rainscald
Canine distemper;http://en.wikipedia.org/wiki/Canine_distemper
Brown ocean effect;http://en.wikipedia.org/wiki/Brown_ocean_effect
Convective overshoot;http://en.wikipedia.org/wiki/Convective_overshoot
Scotty Cramp;http://en.wikipedia.org/wiki/Scotty_Cramp
Tonal memory;http://en.wikipedia.org/wiki/Tonal_memory
Little cherry disease;http://en.wikipedia.org/wiki/Little_cherry_disease
